,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__l2_regularization,param_classifier__learning_rate,param_classifier__max_bins,param_classifier__max_leaf_nodes,param_classifier__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11,1.120602798461914,0.15173872509564637,0.03561954498291016,0.0008185578295897605,0.009338807500141308,0.01893379911498156,3,83,8,"{'classifier__l2_regularization': 0.009338807500141308, 'classifier__learning_rate': 0.01893379911498156, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 83, 'classifier__min_samples_leaf': 8}",0.8091988535553433,0.806988806988807,0.806988806988807,0.8048048048048048,0.8049413049413049,0.8065845154558134,0.0016142600646896418,226
12,0.5617630004882812,0.06574966665331904,0.032921218872070314,0.0003866395688729167,758.9344762432545,0.03980732868515871,4,33,7,"{'classifier__l2_regularization': 758.9344762432545, 'classifier__learning_rate': 0.03980732868515871, 'classifier__max_bins': 4, 'classifier__max_leaf_nodes': 33, 'classifier__min_samples_leaf': 7}",0.8010099631499932,0.8042588042588042,0.8045318045318045,0.8020748020748021,0.8050778050778051,0.8033906358186419,0.001568537113245273,239
13,0.09068770408630371,0.003345202855217979,0.02150425910949707,0.00069568833048438,0.018909201343833025,2.7657078334756156,179,8,16,"{'classifier__l2_regularization': 0.018909201343833025, 'classifier__learning_rate': 2.7657078334756156, 'classifier__max_bins': 179, 'classifier__max_leaf_nodes': 8, 'classifier__min_samples_leaf': 16}",0.38105636686229016,0.7618072618072618,0.7594867594867595,0.3974883974883975,0.5888615888615889,0.5777400749012596,0.16625969021033885,480
14,0.2796143054962158,0.013876705921159008,0.028409481048583984,0.0005811493042048937,15.970783121829259,0.03721938568929454,2,4,14,"{'classifier__l2_regularization': 15.970783121829259, 'classifier__learning_rate': 0.03721938568929454, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 14}",0.8007370001364815,0.7986622986622987,0.7948402948402948,0.7942942942942943,0.8007098007098007,0.797848737728634,0.0027883478711198087,267
15,2.1024614334106446,0.08992907123698579,0.03903284072875977,0.0013912734123312205,0.5829656531119174,0.011366578106061242,40,202,2,"{'classifier__l2_regularization': 0.5829656531119174, 'classifier__learning_rate': 0.011366578106061242, 'classifier__max_bins': 40, 'classifier__max_leaf_nodes': 202, 'classifier__min_samples_leaf': 2}",0.8476866384604886,0.8446628446628447,0.8467103467103467,0.8439803439803439,0.8465738465738466,0.8459228040775741,0.0013795535811874338,109
16,1.4689420700073241,0.1017931798970741,0.03913216590881348,0.0017469067837871327,9.105119932531761e-05,0.023186457547447033,36,132,1,"{'classifier__l2_regularization': 9.105119932531761e-05, 'classifier__learning_rate': 0.023186457547447033, 'classifier__max_bins': 36, 'classifier__max_leaf_nodes': 132, 'classifier__min_samples_leaf': 1}",0.8550566398253037,0.8600873600873601,0.8574938574938575,0.8510783510783511,0.8544908544908545,0.8556414125951454,0.003022756184545555,53
17,0.1886608600616455,0.01436891103979302,0.029596853256225585,0.0038171221160867024,0.000199226399210149,0.027154885807016256,107,3,7,"{'classifier__l2_regularization': 0.000199226399210149, 'classifier__learning_rate': 0.027154885807016256, 'classifier__max_bins': 107, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 7}",0.820936263136345,0.8125853125853126,0.8146328146328147,0.8123123123123123,0.8147693147693148,0.81504720348722,0.003113534980199503,205
18,0.20976624488830567,0.023755341146088186,0.027192401885986327,0.0014580482729378307,0.3024346694791382,0.40639814029329213,2,3,63,"{'classifier__l2_regularization': 0.3024346694791382, 'classifier__learning_rate': 0.40639814029329213, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 63}",0.8049679268459123,0.8031668031668031,0.8012558012558012,0.7977067977067978,0.8045318045318045,0.8023258267014237,0.0026470608638425883,246
19,0.22220563888549805,0.021038860813483953,0.030732345581054688,0.0013100496153197467,0.002733543850337964,0.2572747607141789,212,8,6,"{'classifier__l2_regularization': 0.002733543850337964, 'classifier__learning_rate': 0.2572747607141789, 'classifier__max_bins': 212, 'classifier__max_leaf_nodes': 8, 'classifier__min_samples_leaf': 6}",0.8695236795414222,0.8727818727818728,0.868959868959869,0.8671853671853672,0.87005187005187,0.8697005317040803,0.0018179115499172024,3
20,0.08667631149291992,0.0018177253713292086,0.020886754989624022,0.0012947471524437546,131.1897558212609,7.510621992449764,32,2,18,"{'classifier__l2_regularization': 131.1897558212609, 'classifier__learning_rate': 7.510621992449764, 'classifier__max_bins': 32, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 18}",0.2845639415859151,0.2798252798252798,0.27559377559377557,0.28883428883428885,0.28856128856128854,0.2834757148801096,0.005122738620217165,496
21,0.5652272224426269,0.031542850674295395,0.03533177375793457,0.0026536437113918376,888.4652404354341,0.23044365398947422,3,39,78,"{'classifier__l2_regularization': 888.4652404354341, 'classifier__learning_rate': 0.23044365398947422, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 39, 'classifier__min_samples_leaf': 78}",0.8093353350620991,0.80999180999181,0.8028938028938029,0.8056238056238056,0.8071253071253072,0.806994012139365,0.002575849573195297,222
22,0.26515884399414064,0.00981902827170777,0.03073887825012207,0.0027088958992911314,0.4743809013646245,0.0016609668402015327,6,6,18,"{'classifier__l2_regularization': 0.4743809013646245, 'classifier__learning_rate': 0.0016609668402015327, 'classifier__max_bins': 6, 'classifier__max_leaf_nodes': 6, 'classifier__min_samples_leaf': 18}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,327
23,0.20350351333618164,0.006430148407579273,0.028985261917114258,0.0015672294079251334,0.0977381377317336,0.0820715893710275,225,5,15,"{'classifier__l2_regularization': 0.0977381377317336, 'classifier__learning_rate': 0.0820715893710275, 'classifier__max_bins': 225, 'classifier__max_leaf_nodes': 5, 'classifier__min_samples_leaf': 15}",0.8558755288658387,0.8628173628173628,0.8645918645918645,0.8577668577668578,0.8594048594048594,0.8600912946893567,0.0032041678723534798,28
24,0.3226233959197998,0.012366865953277826,0.023219823837280273,0.0016909140142857175,1.1206564073359626,2.4344577851985187,30,217,1,"{'classifier__l2_regularization': 1.1206564073359626, 'classifier__learning_rate': 2.4344577851985187, 'classifier__max_bins': 30, 'classifier__max_leaf_nodes': 217, 'classifier__min_samples_leaf': 1}",0.7876347754879214,0.7668577668577669,0.7500682500682501,0.7594867594867595,0.7915642915642915,0.7711223686929979,0.01604607073594818,318
25,0.11724257469177246,0.00914152640294224,0.024361515045166017,0.0010394309678090996,5.582261822135524e-06,0.6069538363228347,82,4,1,"{'classifier__l2_regularization': 5.582261822135524e-06, 'classifier__learning_rate': 0.6069538363228347, 'classifier__max_bins': 82, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 1}",0.8528729357172103,0.8581763581763582,0.8576303576303577,0.8524433524433525,0.8562653562653563,0.855477672046527,0.0023886881453316407,58
26,0.1902616500854492,0.004871626613628847,0.028887414932250978,0.001980773861943137,0.1922641536507088,0.1871559253572966,18,3,5,"{'classifier__l2_regularization': 0.1922641536507088, 'classifier__learning_rate': 0.1871559253572966, 'classifier__max_bins': 18, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 5}",0.8490514535280469,0.8554463554463555,0.8543543543543544,0.8510783510783511,0.8527163527163527,0.852529373424692,0.002283667813886686,86
27,0.6643314838409424,0.03215425805254675,0.03768377304077149,0.0018954498985478566,0.0007692673003567628,0.01693672341028366,124,49,10,"{'classifier__l2_regularization': 0.0007692673003567628, 'classifier__learning_rate': 0.01693672341028366, 'classifier__max_bins': 124, 'classifier__max_leaf_nodes': 49, 'classifier__min_samples_leaf': 10}",0.8609253446158046,0.8656838656838657,0.8666393666393667,0.8613158613158614,0.8632268632268633,0.8635582602963524,0.002283936809398899,19
28,0.949274206161499,0.12860255204287432,0.03600888252258301,0.0016913126942252976,51.058580066975566,0.0010757678698280653,47,126,24,"{'classifier__l2_regularization': 51.058580066975566, 'classifier__learning_rate': 0.0010757678698280653, 'classifier__max_bins': 47, 'classifier__max_leaf_nodes': 126, 'classifier__min_samples_leaf': 24}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,327
29,1.2095884323120116,0.1099389183568451,0.03948397636413574,0.0012601126260478285,3.3506345259312864e-06,0.059833790692543125,32,101,35,"{'classifier__l2_regularization': 3.3506345259312864e-06, 'classifier__learning_rate': 0.059833790692543125, 'classifier__max_bins': 32, 'classifier__max_leaf_nodes': 101, 'classifier__min_samples_leaf': 35}",0.8523270096901869,0.8585858585858586,0.8598143598143598,0.8502593502593503,0.8551733551733551,0.8552319867046222,0.003617071805764903,61
30,0.28777260780334474,0.055927314388040765,0.02895350456237793,0.0020034360862865,0.004948194933137394,0.1929191565018979,37,26,26,"{'classifier__l2_regularization': 0.004948194933137394, 'classifier__learning_rate': 0.1929191565018979, 'classifier__max_bins': 37, 'classifier__max_leaf_nodes': 26, 'classifier__min_samples_leaf': 26}",0.8527364542104545,0.8615888615888616,0.8592683592683593,0.853944853944854,0.855036855036855,0.8565150768098768,0.003358363595998268,49
31,0.10518808364868164,0.005476780467703411,0.022408533096313476,0.0007806654025552059,0.021539202141832133,5.816096606627552,211,50,9,"{'classifier__l2_regularization': 0.021539202141832133, 'classifier__learning_rate': 5.816096606627552, 'classifier__max_bins': 211, 'classifier__max_leaf_nodes': 50, 'classifier__min_samples_leaf': 9}",0.7600655111232428,0.736964236964237,0.7342342342342343,0.7147147147147147,0.7499317499317499,0.7391820893936357,0.015360501740353583,414
32,0.19481053352355956,0.006870214085032843,0.029932737350463867,0.0037680819933720707,183.36115552036364,0.06199543478207944,161,4,97,"{'classifier__l2_regularization': 183.36115552036364, 'classifier__learning_rate': 0.06199543478207944, 'classifier__max_bins': 161, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 97}",0.8412720076429644,0.8424788424788425,0.8483483483483484,0.8422058422058422,0.8439803439803439,0.8436570769312685,0.00250181547108922,129
33,0.26402950286865234,0.018915175879519703,0.02783799171447754,0.0018073330351074022,0.017471530682838594,0.0037588201484219535,2,3,1,"{'classifier__l2_regularization': 0.017471530682838594, 'classifier__learning_rate': 0.0037588201484219535, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 1}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,327
34,0.20342912673950195,0.009058221908447999,0.021950387954711915,0.0008023306941599628,0.0018052273924316319,3.4694414510297733,34,149,10,"{'classifier__l2_regularization': 0.0018052273924316319, 'classifier__learning_rate': 3.4694414510297733, 'classifier__max_bins': 34, 'classifier__max_leaf_nodes': 149, 'classifier__min_samples_leaf': 10}",0.7536508803057186,0.49904449904449905,0.6384111384111384,0.699017199017199,0.6446901446901447,0.64696277229374,0.08491186792434538,462
35,0.14529914855957032,0.007810560433352747,0.023082780838012695,0.0012054350688885948,150.54070616229657,5.281171725114303,55,41,19,"{'classifier__l2_regularization': 150.54070616229657, 'classifier__learning_rate': 5.281171725114303, 'classifier__max_bins': 55, 'classifier__max_leaf_nodes': 41, 'classifier__min_samples_leaf': 19}",0.7936399617851781,0.7695877695877695,0.8104013104013104,0.760988260988261,0.7660387660387661,0.7801312137602571,0.018841332025585158,305
36,0.14990134239196778,0.009659328590319488,0.023050546646118164,0.0011335360147358912,13.30026413074125,7.4254537630846835,16,126,67,"{'classifier__l2_regularization': 13.30026413074125, 'classifier__learning_rate': 7.4254537630846835, 'classifier__max_bins': 16, 'classifier__max_leaf_nodes': 126, 'classifier__min_samples_leaf': 67}",0.740139211136891,0.7515697515697516,0.7605787605787606,0.7764127764127764,0.711029211029211,0.747945942145478,0.021940240813923453,410
37,0.22370634078979493,0.0427519704091953,0.022327661514282227,0.002677975917006041,8.419973128956355e-06,4.061240846879921,10,174,1,"{'classifier__l2_regularization': 8.419973128956355e-06, 'classifier__learning_rate': 4.061240846879921, 'classifier__max_bins': 10, 'classifier__max_leaf_nodes': 174, 'classifier__min_samples_leaf': 1}",0.7505118056503344,0.6162981162981163,0.4494949494949495,0.6452361452361453,0.7637182637182637,0.6450518560795617,0.11337798065956155,464
38,0.17665305137634277,0.013061158068102825,0.023187828063964844,0.001878851687457874,0.012944419082310643,2.581765583997016,6,142,88,"{'classifier__l2_regularization': 0.012944419082310643, 'classifier__learning_rate': 2.581765583997016, 'classifier__max_bins': 6, 'classifier__max_leaf_nodes': 142, 'classifier__min_samples_leaf': 88}",0.764023474819162,0.7628992628992629,0.7204477204477204,0.4853944853944854,0.6270816270816271,0.6719693141284515,0.1057520223245987,455
39,0.1820226192474365,0.0016742956449057086,0.026233720779418945,0.0010336019671632595,0.00028792478320359486,0.012100337104358531,3,2,81,"{'classifier__l2_regularization': 0.00028792478320359486, 'classifier__learning_rate': 0.012100337104358531, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 81}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,327
40,0.09269137382507324,0.009724509867889504,0.021918439865112306,0.0021812590373458756,0.7129906336760955,7.468845744445223,125,7,3,"{'classifier__l2_regularization': 0.7129906336760955, 'classifier__learning_rate': 7.468845744445223, 'classifier__max_bins': 125, 'classifier__max_leaf_nodes': 7, 'classifier__min_samples_leaf': 3}",0.7947318138392248,0.24952224952224952,0.2491127491127491,0.7547092547092548,0.2585312585312585,0.4613214651429474,0.2562241871793983,487
41,0.13972234725952148,0.015058959266077336,0.02447504997253418,0.0026569026727825303,0.0849056754802426,1.1395922274988324,4,3,4,"{'classifier__l2_regularization': 0.0849056754802426, 'classifier__learning_rate': 1.1395922274988324, 'classifier__max_bins': 4, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 4}",0.8119284836904599,0.8123123123123123,0.8151788151788152,0.8170898170898171,0.8158613158613158,0.814474148826544,0.0020207154976994986,206
42,1.997258996963501,0.16525588623512363,0.03829250335693359,0.0011066297791932204,0.00019110243629708257,0.044687037132467126,8,196,2,"{'classifier__l2_regularization': 0.00019110243629708257, 'classifier__learning_rate': 0.044687037132467126, 'classifier__max_bins': 8, 'classifier__max_leaf_nodes': 196, 'classifier__min_samples_leaf': 2}",0.8371775624402893,0.8446628446628447,0.8408408408408409,0.8378378378378378,0.8417963417963418,0.840463085515631,0.0027292795950120425,137
43,1.852052354812622,0.1683895181613371,0.03925337791442871,0.0005104682110635188,7.703079847423695e-05,0.01766139358771077,196,161,6,"{'classifier__l2_regularization': 7.703079847423695e-05, 'classifier__learning_rate': 0.01766139358771077, 'classifier__max_bins': 196, 'classifier__max_leaf_nodes': 161, 'classifier__min_samples_leaf': 6}",0.8637914562576771,0.868004368004368,0.8671853671853672,0.8632268632268633,0.8656838656838657,0.8655783840716282,0.0018548142999184744,13
44,0.19088573455810548,0.00616563612354057,0.02814803123474121,0.0009331328019488817,5.277348435441565e-06,0.0016353291175906328,126,3,1,"{'classifier__l2_regularization': 5.277348435441565e-06, 'classifier__learning_rate': 0.0016353291175906328, 'classifier__max_bins': 126, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 1}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,327
45,0.1611016273498535,0.0030377179423747187,0.023645591735839844,0.001808217075350926,125.98331139227356,2.034876170281117,148,50,4,"{'classifier__l2_regularization': 125.98331139227356, 'classifier__learning_rate': 2.034876170281117, 'classifier__max_bins': 148, 'classifier__max_leaf_nodes': 50, 'classifier__min_samples_leaf': 4}",0.8311723761430326,0.8346983346983347,0.834015834015834,0.8215943215943216,0.8221403221403222,0.828724237718369,0.005724820628150617,176
46,0.5039057254791259,0.0444262667375647,0.03517961502075195,0.0005732620323046655,18.932467615468088,0.006885867776854236,99,33,27,"{'classifier__l2_regularization': 18.932467615468088, 'classifier__learning_rate': 0.006885867776854236, 'classifier__max_bins': 99, 'classifier__max_leaf_nodes': 33, 'classifier__min_samples_leaf': 27}",0.8180701514944725,0.8142233142233142,0.8124488124488124,0.812039312039312,0.8135408135408135,0.814064480749345,0.002147395906560178,207
